Isabel McGuire,haas-bioroid,asset,mt,[click]: Add 1 of your installed cards to HQ.,Executive
Hudson 1.0,haas-bioroid,ice,mt,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] The Runner cannot access more than 1 card during this run.
[subroutine] The Runner cannot access more than 1 card during this run.",Code Gate - Bioroid
Accelerated Diagnostics,haas-bioroid,operation,mt
Unorthodox Predictions,jinteki,agenda,mt,"When you score Unorthodox Predictions, choose <strong>sentry</strong>, <strong>code gate</strong> or <strong>barrier</strong>. Subroutines on ice of the chosen type cannot be broken until the beginning of your next turn.",Security
Sundew,jinteki,asset,mt
City Surveillance,nbn,asset,mt
Snoop,nbn,ice,mt,"When the Runner encounters Snoop, reveal all cards in the Runner's grip.
<strong>Hosted power counter:</strong> Reveal all cards in the Runner's grip. Trash 1 of those cards.
[subroutine] <trace>Trace 3</trace> If successful, place 1 power counter on Snoop.",Sentry - Tracer
Ireress,weyland-consortium,ice,mt,"Ireress gains ""[subroutine] The Runner loses 1[credit]"" for each bad publicity you have.",Code Gate
Power Shutdown,weyland-consortium,operation,mt,"Play only if the Runner made a run during his or her last turn.
Trash X cards from the top of R&D. The Runner trashes 1 installed program or piece of hardware with an install cost of X or less.",Gray Ops
Paper Wall,neutral-corp,ice,mt,"When the Runner fully breaks this ice, trash it.
[subroutine] End the run.",Barrier
Interns,neutral-corp,operation,mt,"As an additional cost to play this operation, spend [click].
Install a non-operation card from Archives or HQ, ignoring the install cost.",Double
Keyhole,anarch,program,tc
Activist Support,anarch,resource,tc
Lawyer Up,criminal,event,tc,"As an additional cost to play this event, spend [click].
Remove up to 2 tags and draw 3 cards.",Double
Leverage,criminal,event,tc
Garrote,criminal,program,tc,"Interface → <strong>1[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.
<strong>1[credit]:</strong> +1 strength.",Icebreaker - Killer
LLDS Processor,shaper,hardware,tc,"Whenever you install an <strong>icebreaker</strong>, that <strong>icebreaker</strong> has +1 strength until the end of the turn.",Chip
Sharpshooter,shaper,program,tc,"Interface → <strong>[trash]:</strong> Break any number of <strong>destroyer</strong> subroutines.
<strong>1[credit]:</strong> +2 strength.",Icebreaker
Capstone,shaper,hardware,tc
Starlight Crusade Funding,neutral-runner,resource,tc
Rex Campaign,haas-bioroid,asset,tc,"Place 3 power counters on Rex Campaign when it is rezzed. When there are no power counters left on Rex Campaign, trash it and either remove 1 bad publicity or gain 5[credit].
When your turn begins, remove 1 power counter from Rex Campaign.",Advertisement
Fenris,haas-bioroid,ice,tc,"When you rez Fenris, take 1 bad publicity.
[subroutine] Do 1 brain damage.
[subroutine] End the run.",Sentry - AP - Illicit
Panic Button,haas-bioroid,upgrade,tc
Shock!,jinteki,asset,tc,"If Shock! is accessed from R&D, the Runner must reveal it.
When the Runner accesses Shock!, do 1 net damage, even if it is not installed.",Ambush
Tsurugi,jinteki,ice,tc,"[subroutine] End the run unless the Corp pays 1[credit].
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.",Sentry - AP
TGTBT,nbn,agenda,tc,"If TGTBT is accessed from R&D, the Runner must reveal it.
When the Runner accesses TGTBT, give the Runner 1 tag.",Ambush
Sweeps Week,nbn,operation,tc
RSVP,nbn,ice,tc,[subroutine] The Runner cannot spend any credits for the remainder of this run.,Code Gate
Curtain Wall,weyland-consortium,ice,tc,"If Curtain Wall is the outermost piece of ice protecting a server, it has +4 strength.
[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.",Barrier
Punitive Counterstrike,weyland-consortium,operation,tc,"<trace>Trace 5</trace>. If successful, do X meat damage. X is equal to the sum of the printed agenda points on all agendas the Runner stole during their last turn.",Black Ops
Veterans Program,neutral-corp,agenda,tc,"When you score Veterans Program, you may remove up to 2 bad publicity.",Initiative
Quest Completed,anarch,event,fal
Hemorrhage,anarch,program,fal,"Whenever you make a successful run, place 1 virus counter on Hemorrhage.
[click], <strong>2 hosted virus counters:</strong> The Corp trashes 1 card from HQ.",Virus
Tallie Perrault,anarch,resource,fal,"Whenever a <strong>gray ops</strong> or <strong>black ops</strong> operation is trashed after resolving, you may give the Corp 1 bad publicity and take 1 tag.
[trash]: Draw 1 card for each bad publicity the Corp has.",Connection
Executive Wiretaps,criminal,event,fal,"As an additional cost to play this event, spend [click].
Reveal all cards in HQ.",Double
Blackguard,criminal,hardware,fal,"+2[mu]
Whenever you expose a card, the Corp must rez it by paying its rez cost, if able.
Limit 1 <strong>console</strong> per player.",Console
CyberSolutions Mem Chip,shaper,hardware,fal,+2[mu],Chip
Alpha,shaper,program,fal,"Interface → <strong>1[credit]:</strong> Break 1 subroutine.
<strong>1[credit]:</strong> +1 strength.
This program can only interface with the outermost piece of ice protecting a server.",Icebreaker - AI
Omega,shaper,program,fal,"Interface → <strong>1[credit]:</strong> Break 1 subroutine.
<strong>1[credit]:</strong> +1 strength.
This program can only interface with the innermost piece of ice protecting a server.",Icebreaker - AI
Blackmail,neutral-runner,event,fal,"Play only if the Corp has at least 1 bad publicity.
Make a run. The Corp cannot rez ice for the duration of this run.",Run
Blue Level Clearance,haas-bioroid,operation,fal,"As an additional cost to play this operation, spend [click].
Gain 5[credit] and draw 2 cards.",Double - Transaction
Strongbox,haas-bioroid,upgrade,fal
Toshiyuki Sakai,jinteki,asset,fal,"Toshiyuki Sakai can be advanced.
If Toshiyuki Sakai is accessed while installed, you may swap him with an agenda or asset from HQ. The new agenda or asset is installed unrezzed, and keeps all advancement tokens on Toshiyuki Sakai. The Runner can choose not to access the new card.",Executive
Yagura,jinteki,ice,fal,"[subroutine] Look at the top card of R&D. You may add that card to the bottom of R&D.
[subroutine] Do 1 net damage.",Code Gate - AP
Restoring Face,jinteki,operation,fal
Market Research,nbn,agenda,fal,"If the Runner is tagged when you score Market Research, place 1 agenda counter on it.
Market Research is worth 1 additional agenda point while it has an agenda counter on it.",Research
Wraparound,nbn,ice,fal,"While there are no installed <strong>fracter</strong> programs, this ice gets +7 strength.
[subroutine] End the run.",Barrier
GRNDL: Power Unleashed,weyland-consortium,identity,fal,You start the game with 10[credit] and 1 bad publicity.,Division
Vulcan Coverup,weyland-consortium,agenda,fal,"When you score Vulcan Coverup, do 2 meat damage.
When the Runner steals Vulcan Coverup, take 1 bad publicity.",Security
GRNDL Refinery,weyland-consortium,asset,fal,"GRNDL Refinery can be advanced.
[click], [trash]: Gain 4[credit] for each advancement token on GRNDL Refinery.",Facility
Subliminal Messaging,neutral-corp,operation,fal,"Gain 1[credit].
The first time each turn you play a copy of Subliminal Messaging, gain [click].
When your turn begins, if this card is in Archives and the Runner did not initiate any runs during their last turn, you may reveal this card and add it to HQ.",Gray Ops
Singularity,anarch,event,dt,"As an additional cost to play this event, spend [click].
Run a remote server. If successful, instead of breaching that server, trash all cards installed in the root of that server.",Double - Run
Queen's Gambit,anarch,event,dt,"As an additional cost to play this event, spend [click].
Place up to 3 advancement counters on 1 unrezzed card in the root of a remote server. Gain 2[credit] for each counter placed this way. You cannot access that card for the remainder of the turn.",Double
Dyson Fractal Generator,anarch,hardware,dt,"1[recurring-credit]
Use this credit to pay for using <strong>fracters</strong>.",Chip - Stealth
Silencer,criminal,hardware,dt,"1[recurring-credit]
Use this credit to pay for using <strong>killers</strong>.",Chip - Stealth
Savoir-faire,criminal,program,dt
Fall Guy,criminal,resource,dt,"[trash]: Prevent another installed resource from being trashed.
[trash]: Gain 2[credit].",Connection
Power Nap,shaper,event,dt,"As an additional cost to play this event, spend [click].
Gain 2[credit]. Gain an additional 1[credit] for each <strong>double</strong> event in your heap.",Double
Paintbrush,shaper,program,dt
Lucky Find,neutral-runner,event,dt,"As an additional cost to play this event, spend [click].
Gain 9[credit].",Double
Gyri Labyrinth,haas-bioroid,ice,dt,[subroutine] The Runner's maximum hand size is reduced by 2 until the beginning of the Corp's next turn.,Code Gate
Reclamation Order,haas-bioroid,operation,dt,"As an additional cost to play this operation, spend [click].
Name a card other than Reclamation Order. Reveal any number of copies of the named card from Archives and add them to HQ.",Double
Broadcast Square,nbn,asset,dt,"Whenever you are about to take at least 1 bad publicity, <trace>trace 3</trace> if successful, avoid taking the bad publicity.",Facility
Corporate Shuffle,nbn,operation,dt,"As an additional cost to play this operation, spend [click].
Shuffle all cards in HQ into R&D. Draw 5 cards.",Double
Caprice Nisei,jinteki,upgrade,dt,"Whenever the Runner passes all of the ice protecting this server, you and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, end the run.",Clone - Psi
Shinobi,jinteki,ice,dt,"When you rez Shinobi, take 1 bad publicity.
[subroutine] <trace>Trace 1</trace> If successful, do 1 net damage.
[subroutine] <trace>Trace 2</trace> If successful, do 2 net damage.
[subroutine] <trace>Trace 3</trace> If successful, do 3 net damage and end the run.",Sentry - Tracer - AP - Illicit
Marker,jinteki,ice,dt,"[subroutine] The next piece of ice the Runner encounters gains ""[subroutine] End the run."" after all its other subroutines for the remainder of this run.",Code Gate
Hive,weyland-consortium,ice,dt,"This ice loses 1 of its printed ""[subroutine] End the run."" subroutines for each agenda point in your score area.
[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.",Barrier
Witness Tampering,weyland-consortium,operation,dt,"As an additional cost to play this operation, spend [click].
Remove up to 2 bad publicity.",Double - Gray Ops
NAPD Contract,neutral-corp,agenda,dt,"The advancement requirement of NAPD Contract is increased by 1 for each bad publicity the Corp has.
As an additional cost to steal NAPD Contract, the Runner must pay 4[credit].",Security
Quandary,neutral-corp,ice,dt,[subroutine] End the run.,Code Gate
Harmony Medtech: Biomedical Pioneer,jinteki,identity,hap,Each player needs 1 fewer agenda point to win the game.,Division
Nisei Division: The Next Generation,jinteki,identity,hap,"Whenever you and the Runner reveal secretly spent credits, gain 1[credit].",Division
Tennin Institute: The Secrets Within,jinteki,identity,hap,"When your turn begins, you may place 1 advancement token on a card if the Runner did not make a successful run during his or her last turn.",Division
House of Knives,jinteki,agenda,hap,"When you score this agenda, place 3 agenda counters on it.
<strong>Hosted agenda counter:</strong> Do 1 net damage. Use this ability only during a run and only once per run.",Security
Medical Breakthrough,jinteki,agenda,hap,Lower the advancement requirement of each Medical Breakthrough by 1. This ability is active even while Medical Breakthrough is in the Runner's score area.,Research
Philotic Entanglement,jinteki,agenda,hap,"When you score Philotic Entanglement, do 1 net damage for each agenda in the Runner's score area.
Limit 1 Philotic Entanglement per deck.",Security
The Future Perfect,jinteki,agenda,hap,"When the Runner accesses The Future Perfect, you and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, prevent The Future Perfect from being stolen. Ignore this ability if the Runner accesses The Future Perfect while it is installed.",Initiative - Psi
Chairman Hiro,jinteki,asset,hap,"The Runner gets -2 maximum hand size.
When this asset is trashed from anywhere while being accessed, add it to the Runner's score area as an agenda worth 2 agenda points.",Executive
Mental Health Clinic,jinteki,asset,hap,"Gain 1[credit] when your turn begins.
The Runner's maximum hand size is increased by 1.",Facility
Psychic Field,jinteki,asset,hap,"If the Runner exposes or accesses Psychic Field while installed, you and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, do 1 net damage for each card in the Runner's grip.",Ambush - Psi
Shi.Kyu,jinteki,asset,hap,"When the Runner accesses Shi.Kyū, you may pay X[credit]. The Runner must take either X net damage or add Shi.Kyū to his or her score area as an agenda worth -1 agenda point. Ignore this ability if the Runner accesses Shi.Kyū from R&D.",Ambush
Tenma Line,jinteki,asset,hap,[click]: Swap 2 pieces of installed ice.,Clone
Cerebral Cast,jinteki,operation,hap,"Play only if the Runner made a successful run during his or her last turn.
You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, he or she chooses to suffer 1 brain damage or take 1 tag.",Gray Ops - Psi
Medical Research Fundraiser,jinteki,operation,hap,Gain 8[credit]. The Runner gains 3[credit].,Transaction
Mushin No Shin,jinteki,operation,hap,"As an additional cost to play this operation, spend [click].
Install 1 asset, agenda, or upgrade from HQ in the root of a new server. Place 3 advancement counters on that card. You cannot score or rez that card until your next turn begins.",Double
Inazuma,jinteki,ice,hap,"[subroutine] The Runner cannot break any subroutines on the next piece of ice he or she encounters during this run.
[subroutine] The Runner cannot jack out until after encountering the next piece of ice during this run.",Code Gate
Komainu,jinteki,ice,hap,"When the Runner encounters Komainu, it gains ""[subroutine] Do 1 net damage."" for each card in the Runner's grip for the remainder of this run.",Sentry - AP
Pup,jinteki,ice,hap,"[subroutine] Do 1 net damage unless the Runner pays 1[credit].
[subroutine] Do 1 net damage unless the Runner pays 1[credit].",Sentry - AP
Shiro,jinteki,ice,hap,"[subroutine] Look at the top 3 cards of R&D and arrange them in any order.
[subroutine] You may pay 1[credit]. If you do not, the Runner breaches R&D. They cannot access cards in the root of R&D during that breach.",Code Gate
Susanoo-no-Mikoto,jinteki,ice,hap,"[subroutine] If the attacked server is not Archives, the Runner moves to the outermost position of Archives instead of passing this ice. The Runner cannot jack out this run until after they encounter a piece of ice.",Sentry - Deflector
NeoTokyo Grid,jinteki,upgrade,hap,"The first time each turn an advancement counter is placed on a card in the root of this server, gain 1[credit].
Limit 1 <strong>region</strong> per server.",Region
Tori Hanzo,jinteki,upgrade,hap,"[interrupt] → The first time you would do 1 or more net damage during each run on this server, instead you may pay 2[credit] to do 1 brain damage.
<errata>Errata from CR 1.4</errata>",Sysop
Plan B,neutral-corp,asset,hap,"Plan B can be advanced.
If the Runner accesses Plan B, you may reveal and score an agenda from HQ with an advancement requirement equal to or less than the number of advancement tokens on Plan B.",Ambush
Guard,neutral-corp,ice,hap,"Guard cannot be bypassed.
[subroutine] End the run.",Sentry
Rainbow,neutral-corp,ice,hap,[subroutine] End the run.,Sentry - Code Gate - Barrier
Diversified Portfolio,neutral-corp,operation,hap,Gain 1[credit] for each remote server with a card in its root.,Transaction
Fast Track,neutral-corp,operation,hap
Iain Stirling: Retired Spook,criminal,identity,hap,"When your turn begins, gain 2[credit] if the Corp has more scored agenda points than you.",Natural
"Ken ""Express"" Tenma: Disappeared Clone",criminal,identity,hap,"The first time each turn you play a <strong>run</strong> event, gain 1[credit].",Clone
Silhouette: Stealth Operative,criminal,identity,hap,"The first time you make a successful run on HQ each turn, you may expose 1 card.",Natural
Calling in Favors,criminal,event,hap
Early Bird,criminal,event,hap,"Play only as your first click.
Gain [click]. Run any server.
<errata>Errata from CR 1.4</errata>",Priority - Run
Express Delivery,criminal,event,hap
Feint,criminal,event,hap,"Run HQ. The first 2 times this run you encounter a piece of ice, bypass that ice. If successful, you cannot breach HQ.",Run
Legwork,criminal,event,hap,"Run HQ. If successful, access 2 additional cards when you breach HQ.",Run
Planned Assault,criminal,event,hap,"As an additional cost to play this event, spend [click].
Search your stack for a <strong>run</strong> event and play that <strong>run</strong> event (paying its play cost), ignoring any additional costs. Shuffle your stack.",Double
Logos,criminal,hardware,hap,"+1[mu]
Your maximum hand size is increased by 1.
Whenever the Corp scores an agenda, you may search your stack for a card and add it to your grip. Shuffle your stack.
Limit 1 <strong>console</strong> per player.",Console
Public Terminal,criminal,hardware,hap
Unregistered S&W '35,criminal,hardware,hap,"Use this hardware only if you have made a successful run on HQ this turn.
<strong>[click][click]:</strong> Trash 1 rezzed <strong>bioroid</strong>, <strong>clone</strong>, <strong>executive</strong>, or <strong>sysop</strong> in the root of a remote server.",Weapon
Window,criminal,hardware,hap
Alias,criminal,program,hap,"Interface → <strong>1[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.
<strong>2[credit]:</strong> +3 strength.
This program cannot interface with ice protecting a remote server.",Icebreaker - Killer
Breach,criminal,program,hap,"Interface → <strong>2[credit]:</strong> Break up to 3 <strong>barrier</strong> subroutines.
<strong>2[credit]:</strong> +4 strength.
This program cannot interface with ice protecting a remote server.",Icebreaker - Fracter
Bug,criminal,program,hap
Gingerbread,criminal,program,hap,"Interface → <strong>1[credit]:</strong> Break 1 <strong>tracer</strong> subroutine.
<strong>2[credit]:</strong> +3 strength.",Icebreaker
Grappling Hook,criminal,program,hap
Passport,criminal,program,hap,"Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>2[credit]:</strong> +2 strength.
This program cannot interface with ice protecting a remote server.",Icebreaker - Decoder
Push Your Luck,criminal,event,hap
Security Testing,criminal,resource,hap,"When your turn begins, you may choose a server. The first time this turn you make a successful run on that server, instead of breaching it, gain 2[credit].",Job
Theophilius Bagbiter,criminal,resource,hap,"When you install Theophilius Bagbiter, lose all credits in your credit pool.
Your maximum hand size is equal to the number of credits in your credit pool.",Connection
Tri-maf Contact,criminal,resource,hap,"You cannot use Tri-maf Contact more than once per turn.
[click]: Gain 2[credit].
When Tri-maf Contact is trashed, suffer 3 meat damage.",Connection
Mass Install,neutral-runner,event,hap
Q-Coherence Chip,neutral-runner,hardware,hap,"+1[mu]
When an installed program is trashed, trash this hardware.",Chip
Overmind,neutral-runner,program,hap,"When you install this program, place 1 power counter on it for each unused MU. <em>(Place counters after this program's MU cost applies.)</em>
Interface → <strong>Hosted power counter:</strong> Break 1 subroutine.
<strong>1[credit]:</strong> +1 strength.",Icebreaker - AI
Oracle May,neutral-runner,resource,hap,"You cannot use Oracle May more than once per turn.
[click]: Name a card type. Reveal the top card of your stack. If the revealed card is of the named type, draw it and gain 2[credit]. Otherwise, trash it.",Connection
Donut Taganes,neutral-runner,resource,hap,The play cost of operations and events is increased by 1.,Connection
Domestic Sleepers,haas-bioroid,agenda,up
NEXT Silver,haas-bioroid,ice,up,"NEXT Silver gains ""[subroutine] End the run."" for each rezzed piece of <strong>NEXT</strong> ice.",Barrier - NEXT
Lotus Field,jinteki,ice,up,"The strength of this ice cannot be lowered.
[subroutine] End the run.",Code Gate
Mutate,jinteki,operation,up
Near-Earth Hub: Broadcast Center,nbn,identity,up,"The first time each turn you create a remote server, draw 1 card.",Division
Primary Transmission Dish,nbn,asset,up,"3[recurring-credit]
Use these credits during traces.",Beanstalk
Midway Station Grid,nbn,upgrade,up,"The Runner must pay 1[credit] as an additional cost each time he or she uses an <strong>icebreaker</strong> to break at least 1 subroutine during a run on this server.
Limit 1 <strong>region</strong> per server.",Beanstalk - Region
The Root,weyland-consortium,asset,up,"3[recurring-credit]
Use these credits to advance, install, and rez cards.",Beanstalk
Taurus,weyland-consortium,ice,up,"[subroutine] <trace>Trace 2</trace> If successful, trash 1 piece of hardware. If your trace strength is 5 or greater, trash 1 piece of hardware.",Sentry - Tracer
Mother Goddess,neutral-corp,ice,up,"Mother Goddess gains the subtypes of all other rezzed ice.
[subroutine] End the run.",Mythic
Galahad,neutral-corp,ice,up,"When the Runner encounters Galahad, you may reveal up to 2 <strong>grail</strong> ice from HQ. For the remainder of this run, Galahad gains the subroutines of the revealed ice in the order of your choice.
[subroutine] End the run.",Barrier - Grail
Bad Times,neutral-corp,operation,up,"Play only if the Runner is tagged.
The Runner's memory limit is reduced by 2 until the end of the turn.",Gray Ops
Cyber Threat,anarch,event,up,"Play only as your first [click].
Choose a server. The Corp can rez a piece of ice protecting this server. If he or she does not, make a run on that server, during which the Corp cannot rez ice.",Priority
Lamprey,anarch,program,up,"Whenever you make a successful run on HQ, the Corp loses 1[credit].
Trash Lamprey if the Corp purges virus counters.",Virus
Paper Tripping,criminal,event,up,"Play only as your first [click].
Remove all tags.",Priority
Power Tap,criminal,resource,up
Nasir Meidan: Cyber Explorer,shaper,identity,up,"Whenever you encounter a piece of ice after an approach during which that ice was rezzed, lose all credits in your credit pool. Gain credits equal to the rez cost of that ice.",Cyborg
Social Engineering,shaper,event,up,"Play only as your first [click].
Choose an unrezzed piece of ice. If the Corp rezzes that piece of ice this turn, gain credits equal to its rez cost.",Priority
Leprechaun,shaper,program,up,Leprechaun can host up to 2 programs. The memory costs of hosted programs do not count against your memory limit.,Daemon
Eden Shard,neutral-runner,resource,up,"Whenever you make a successful run on R&D, instead of breaching R&D, you may install this program from your grip, ignoring all costs.
<strong>[trash]:</strong> The Corp draws 2 cards.
Limit 1 per deck.",Virtual - Source
The Foundry: Refining the Process,haas-bioroid,identity,tsb,"The first time you rez a piece of ice each turn, you may search R&D for another copy of that ice, reveal it, and add it to HQ. Shuffle R&D.",Division
Enhanced Login Protocol,haas-bioroid,operation,tsb,"This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
As an additional cost to make the first run not made through a card ability on his or her turn, the Runner must spend [click].",Current
Heinlein Grid,haas-bioroid,upgrade,tsb,"If the Runner loses or spends a click during a run on this server, he or she loses all credits in his or her credit pool.
Limit 1 <strong>region</strong> per server.",Region
Encrypted Portals,jinteki,agenda,tsb,"All <strong>code gate</strong> ice have +1 strength.
When you score Encrypted Portals, gain 1[credit] for each rezzed <strong>code gate</strong>.",Security
Cerebral Static,jinteki,operation,tsb,"This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
The Runner's identity text box is blank.",Current
Targeted Marketing,nbn,operation,tsb,"This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
Name a card. Gain 10[credit] whenever the Runner plays or installs a copy of that card.",Current
Information Overload,nbn,ice,tsb,"When the Runner encounters Information Overload, <trace>trace 1</trace> if the trace is successful, give the Runner 1 tag.
Information Overload gains ""[subroutine] The Runner trashes 1 of his or her installed cards."" for each tag the Runner has.",Sentry - Tracer
Paywall Implementation,weyland-consortium,operation,tsb,"This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
Gain 1[credit] whenever the Runner makes a successful run.",Current - Transaction
Sealed Vault,weyland-consortium,asset,tsb,"<strong>1[credit]:</strong> Move any number of credits from your credit pool to this asset.
<strong>[click]:</strong> Take any number of credits from this asset.
<strong>[trash]:</strong> Take any number of credits from this asset.",Facility
Eden Fragment,neutral-corp,agenda,tsb,"Ignore the install cost of the first piece of ice you install each turn.
Limit 1 per deck.",Source
Lag Time,neutral-corp,operation,tsb,"This operation is not trashed until another <strong>current</strong> is played or an agenda is stolen.
All <strong>ice</strong> have +1 strength.",Current
Will-o'-the-Wisp,neutral-corp,upgrade,tsb
D4v1d,anarch,program,tsb
Scrubbed,anarch,event,tsb,"This card is not trashed until another <strong>current</strong> is played or an agenda is scored.
The first piece of ice encountered each turn has -2 strength for the remainder of the run.",Current
Three Steps Ahead,criminal,event,tsb,"Play only as your first [click].
When this turn ends, gain 2[credit] for each successful run you made during it.",Priority
Unscheduled Maintenance,criminal,event,tsb,"This card is not trashed until another <strong>current</strong> is played or an agenda is scored.
The Corp cannot install more than 1 piece of ice each turn.",Current
Cache,criminal,program,tsb,"Place 3 virus counters on Cache when it is installed.
<strong>Hosted virus counter:</strong> Gain 1[credit].",Virus
Net Celebrity,shaper,event,tsb,"This card is not trashed until another <strong>current</strong> is played or an agenda is scored.
1[recurring-credit]
Use this credit during a run.",Current
LLDS Energy Regulator,shaper,program,tsb
Ghost Runner,neutral-runner,resource,tsb,"Place 3[credit] on Ghost Runner when it is installed. When there are no credits left on Ghost Runner, trash it.
You can use the credits on Ghost Runner during a run.",Stealth - Virtual
IQ,haas-bioroid,ice,fc,"The rez cost of IQ is increased by 1 for each card in HQ.
IQ has +1 strength for each card in HQ.
[subroutine] End the run.",Code Gate
Eliza's Toybox,haas-bioroid,asset,fc,"[click],[click],[click]: Rez a card, ignoring all costs.",Ritzy
Kitsune,jinteki,ice,fc,"[subroutine] You may choose 1 card in HQ. If you do, the Runner breaches HQ. During this breach, the Runner cannot access cards in the root of HQ, and the first card they access must be the chosen card. When the breach ends, trash this ice.",Mythic - Trap
Port Anson Grid,jinteki,upgrade,fc,"As an additional cost to jack out during a run on this server, the Runner must trash 1 installed program.
Limit 1 <strong>region</strong> per server.
<errata>Errata from CR 1.2</errata>",Region
The News Now Hour,nbn,asset,fc,The Runner cannot play <strong>current</strong> events.,Cast
Manhunt,nbn,operation,fc,"This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
The first time the Runner makes a successful run each turn, <trace>trace 2</trace> if successful, give the Runner 1 tag.",Current
Wendigo,weyland-consortium,ice,fc,"Wendigo can be advanced.
While Wendigo has an odd number of advancement tokens on it, it gains <strong>barrier</strong> and loses <strong>code gate</strong>.
[subroutine] Choose a program. The Runner cannot use the chosen program for the remainder of this run.",Code Gate - Morph
Crisium Grid,weyland-consortium,upgrade,fc,"Runs against this server cannot be declared successful. <em>(This effect does not cause runs to become unsuccessful.)</em>
Limit 1 <strong>region</strong> per server.",Region
Chronos Project,neutral-corp,agenda,fc,"When you score Chronos Project, the Runner removes all cards in his or her heap from the game.",Research
Shattered Remains,neutral-corp,asset,fc,"Shattered Remains can be advanced.
If you pay 1[credit] when the Runner accesses Shattered Remains, trash 1 piece of hardware for each advancement token on Shattered Remains.",Ambush
Lancelot,neutral-corp,ice,fc,"When the Runner encounters Lancelot, you may reveal up to 2 <strong>grail</strong> ice from HQ. For the remainder of this run, Lancelot gains the subroutines of the revealed ice in the order of your choice.
[subroutine] Trash 1 program.",Sentry - Grail - Destroyer
Quetzal: Free Spirit,anarch,identity,fc,0[credit]: Break 1 <strong>barrier</strong> subroutine. Use this ability only once per turn.,G-mod
BlacKat,anarch,program,fc,"Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine. If you spent a credit from a <strong>stealth</strong> card to use this ability, instead break up to 3 <strong>barrier</strong> subroutines.
<strong>2[credit]:</strong> +1 strength. If you spent at least 1 credit from a <strong>stealth</strong> card to use this ability, instead +2 strength.",Icebreaker - Fracter
Duggar's,anarch,resource,fc,"[click],[click],[click],[click]: Draw 10 cards.",Location - Seedy
Box-E,criminal,hardware,fc,"+2[mu]
Your maximum hand size is increased by 2.
Limit 1 <strong>console</strong> per player.",Console
The Supplier,criminal,resource,fc,"[click]: Host a resource or piece of hardware from your grip on The Supplier.
When your turn begins, you may install a hosted card, lowering the install cost by 2.",Connection
Refractor,shaper,program,fc,"Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>1[credit]:</strong> +3 strength. Use this ability only by spending a credit from a <strong>stealth</strong> card.",Icebreaker - Decoder
Order of Sol,shaper,resource,fc,"The first time you have no credits in your credit pool each turn, gain 1[credit].",Location
Hades Shard,neutral-runner,resource,fc,"Whenever you make a successful run on Archives, instead of breaching Archives, you may install this resource from your grip, ignoring all costs.
<strong>[trash]:</strong> Breach Archives. You cannot access cards in the root of Archives during this breach.
Limit 1 per deck.",Virtual - Source
Rachel Beckman,neutral-runner,resource,fc,"You have +1 allotted [click] on your turn.
If you are tagged, trash this resource.",Connection
Architect,haas-bioroid,ice,uao,"Players cannot trash this ice.
[subroutine] Look at the top 5 cards of R&D. You may install 1 of those cards, ignoring the install cost.
[subroutine] You may install 1 card from Archives or HQ.",Sentry
Peak Efficiency,haas-bioroid,operation,uao
Labyrinthine Servers,jinteki,agenda,uao,"Place 2 power counters on Labyrinthine Servers when you score it.
<strong>Hosted power counter:</strong> Prevent the Runner from jacking out. The Runner cannot jack out for the remainder of this run.",Security
Ashigaru,jinteki,ice,uao,"Ashigaru gains ""[subroutine] End the run."" for each card in HQ.",Barrier
Mamba,jinteki,ice,uao,"<strong>Hosted power counter:</strong> Do 1 net damage. Use this ability only during a run.
[subroutine] Do 1 net damage.
[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, place 1 power counter on Mamba.",Sentry - Psi - AP
Reversed Accounts,nbn,asset,uao,"You can advance this asset.
[click], [trash]: The Runner loses 4[credit] for each hosted advancement counter.",Hostile
